bookID,title,authors,language_code
17179,The Sound and the Fury,William Faulkner-Grover Gardner,eng
17181,CliffsNotes on Faulkner's The Sound and the Fury (Cliffs Notes),James Lamar Roberts-William Faulkner-CliffsNotes,en-GB
17184,The Invisible Man,H.G. Wells,eng
17185,The Invisible Man,H.G. Wells,eng
17188,Invisible Man,Ralph Ellison,eng
17189,The Invisible Man,H.G. Wells-Christopher Priest,eng
17202,To Sail Beyond the Sunset,Robert A. Heinlein,eng
17204,The Friday Night Knitting Club (Friday Night Knitting Club  #1),Kate Jacobs,eng
17206,Lady Friday (The Keys to the Kingdom  #5),Garth Nix,eng
17208,Friday,Robert A. Heinlein,eng
17212,Friday,Robert A. Heinlein,en-US
17214,Starship Troopers,Robert A. Heinlein,eng
17215,Starship Troopers,Robert A. Heinlein,eng
17216,Starship Troopers,Robert A. Heinlein,eng
17223,Diamond Age: Die Grenzwelt,Neal Stephenson-Joachim Körber,ger
17224,The Diamond Color Meditation: Color Path to the Soul,John  Diamond,eng
17228,Zodiac,Neal Stephenson-Jean-Pierre Pugi,fre
17230,Sirens and Sea Monsters (Tales from the Odyssey #3),Mary Pope Osborne-Homer-Troy Howell,en-US
17233,The Scarlet Letter,Nathaniel Hawthorne,eng
17236,Dracula,Bram Stoker-Jan Needle-Gary Blythe,eng
17238,Dracula,Bram Stoker-Joseph Valente,eng
17241,Dracula,Bram Stoker-Robert Whitfield,eng
17243,The Bram Stoker Bedside Companion: 10 Stories by the Author of Dracula,Bram Stoker-Charles Osborne,eng
17245,Dracula,Bram Stoker-Nina Auerbach-Kara Shallenberg-David J. Skal,eng
17246,Macbeth,William Shakespeare-Paul Werstine-Barbara A. Mowat,eng
17247,Macbeth (No Fear Shakespeare),William Shakespeare-SparkNotes-John Crowther,eng
17248,Death of a Dreamer (Hamish Macbeth  #22),M.C. Beaton,eng
17250,The Crucible,Arthur  Miller-Christopher Bigsby,eng
17252,Crucible of War: The Seven Years' War and the Fate of Empire in British North America  1754-1766,Fred Anderson,eng
17253,Spock: The Fire and the Rose (Star Trek: Crucible  #2),David R. George III,eng
17255,McCoy: The Provenance Of Shadows (Star Trek: Crucible  #1),David R. George III,eng
17256,The Crucible: A Play in Four Acts,Arthur  Miller-Christopher Bigsby,eng
17259,Kirk: The Star to Every Wandering (Star Trek: Crucible  #3),David R. George III,eng
17263,Mr Tompkins in Paperback (Canto),George Gamow-Roger Penrose,en-US
17265,Thirty Years that Shook Physics: The Story of Quantum Theory,George Gamow,eng
17267,The Great Divorce,C.S. Lewis,eng
17271,The Metaphysics of Star Trek,Richard Hanley,eng
17275,The Very Best of the Feynman Lectures,Richard P. Feynman,eng
17276,The Feynman Lectures on Physics Vols 3-4,Richard P. Feynman,en-US
17277,The Feynman Lectures on Physics Vols 7-8,Richard P. Feynman,en-US
17279,The Feynman Lectures on Physics Vols 5-6,Richard P. Feynman,en-US
17280,The Feynman Lectures on Physics Vol 3,Richard P. Feynman-Robert B. Leighton-Matthew L. Sands,eng
17284,QED: The Strange Theory of Light and Matter,Richard P. Feynman,eng
17289,Galactic Goodnight (Disney's Little Einsteins),Susan Ring-Kirk Albert Etienne,eng
17290,What Einstein Told His Cook: Kitchen Science Explained,Robert L. Wolke-Marlene Parrish,eng
17292,Mission: Where's June? (Disney's Little Einstein),Susan Ring-Kirk Albert Etienne-Kirk Etienne Albert-Michael James Luzzi,eng
17293,Babies (Baby Einstein),Julie Aigner-Clark,eng
17294,Butterfly Suits (Disney's Little Einsteins),Susan Ring-Marcy Kelman-Nadeem Zaidi-Andy Mastrocinque,eng
17295,Birthday Machine (Disney's Little Einsteins Early Reader),Susan Ring-Anna Okabe,eng
17296,Music of the Meadow (Little Einsteins Early Reader),Susan Ring-Kelly Preston-Katie Nix,eng
17297,1912 Manuscript on the Special Theory of Relativity,Albert Einstein-Hanoch Gutfreund,eng
17303,Piercing the Darkness (Darkness  #2),Frank E. Peretti,eng
17304,This Present Darkness and Piercing the Darkness (Darkness #1-2),Frank E. Peretti,eng
17309,This Present Darkness (Darkness  #1),Frank E. Peretti,eng
17313,The Oath,Frank E. Peretti,eng
17315,Oath of Swords (War God  #1),David Weber,en-US
17316,Oath of Gold (The Deed of Paksenarrion  #3),Elizabeth Moon,eng
17319,The Oath (Dismas Hardy  #8),John Lescroart,eng
17320,Wind Rider's Oath (War God  #3),David Weber,eng
17323,A Visitation of Spirits,Randall Kenan,eng
17328,Open My Eyes  Lord: A Practical Guide to Angelic Visitations and Heavenly Experiences,Gary Oates-Robert Paul Lamb-Randy Clark,eng
17334,The Complete C.S. Lewis Signature Classics,C.S. Lewis,eng
17341,The Collected Letters of C.S. Lewis  Volume 3: Narnia  Cambridge  and Joy  1950 - 1963,C.S. Lewis-Walter Hooper,eng
17344,Till We Have Faces: A Myth Retold,C.S. Lewis-Nadia May,eng
17349,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan-Ann Druyan,eng
17351,A Brief History of Time,Stephen Hawking-Carl Sagan,eng
17352,Stephen Hawking's a Brief History of Time: A Reader's Companion,Stephen Hawking-Gene  Stone,eng
17354,A Brief History of Time,Stephen Hawking,en-GB
17355,The Illustrated A Brief History of Time,Stephen Hawking,eng
17356,Brevísima historia del tiempo,Stephen Hawking-Leonard Mlodinow-David Jou,spa
17360,A First Course in String Theory,Barton Zwiebach,eng
17362,Black Holes & Time Warps: Einstein's Outrageous Legacy,Kip S. Thorne-Stephen Hawking-Frederick Seitz,eng
17364,Surely You're Joking  Mr. Feynman!,Richard P. Feynman,eng
17366,Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,Richard P. Feynman-Raymond Todd,eng
17375,The Meaning of It All: Thoughts of a Citizen-Scientist,Richard P. Feynman,eng
17384,Amor Y Respeto/love And Respect: El Respeto Que El Desesperadamente Necesita/ The Love She Most Desires And The Respect He Desperately Needs,Emerson Eggerichs,spa
17412,Chemistry: The Central Science,Theodore L. Brown-H. Eugene LeMay Jr.-Bruce E. Bursten,eng
17426,Introduction to Linear Algebra and Differential Equations,John W. Dettman,eng
17435,Physics for Scientists and Engineers,Douglas C. Giancoli,en-US
17437,Physics: for Scientists and Engineers with Modern Physics,Paul M. Fishbane-Stephen Gasiorowicz-Stephen T. Thornton,eng
17461,Misty of Chincoteague (Misty  #1),Marguerite Henry-Wesley Dennis,eng
17466,Misty Of Chincoteague (Misty  #1),Marguerite Henry-Wesley Dennis,eng
17468,Black Beauty,Anna Sewell-Scott McKowen,en-US
17473,Black Beauty (Coloring Book),Anna Sewell-John         Green,eng
17477,The Wishing Chair Collection: Three Exciting Stories in One.  The adventures of the Wishing Chair  The Wishing Chair Again  More Wishing Chair Tales (Enid Blyton),Enid Blyton,en-US
17478,Five Go to Smuggler's Top (Famous Five  #4),Enid Blyton,eng
17481,The Faraway Tree Collection,Enid Blyton,en-US
17483,Five Go to Mystery Moor (Famous Five  #13),Enid Blyton,eng
17487,Five Go Adventuring Again (Famous Five  #2),Enid Blyton,eng
17488,Five on a Treasure Island (Famous Five  #1),Enid Blyton,eng
17490,The Faraway Tree Stories (The Faraway Tree #1-3),Enid Blyton,eng
17492,The Island of Adventure (Adventure  #1),Enid Blyton,eng
17493,Five Get into a Fix (Famous Five  #17),Enid Blyton,eng
17494,Five Have a Mystery to Solve (Famous Five  #20),Enid Blyton,eng
17495,The Mystery of the Secret Room (The Five Find-Outers  #3),Enid Blyton,eng
17496,The Secret Seven (The Secret Seven  #1),Enid Blyton,eng
17498,The Circus of Adventure (Adventure  #7),Enid Blyton,eng
17503,The Circus of Adventure,Enid Blyton,eng
17506,La gata perdida = The Missing Cat (Las Aventuras de Nicolas = Adventures with Nicholas),Chris L. Demarest-Berlitz Publishing Company,spa
17507,The Mystery Of The Missing Cat (The Boxcar Children  #42),Gertrude Chandler Warner-Charles Tang,eng
17510,La Chatte Perdue = The Missing Cat (Les Aventures avec Nicolas = Adventures with Nicholas),Chris L. Demarest,fre
17511,The Mystery of the Missing Cat,Gertrude Chandler Warner-Charles Tang,eng
17513,Die Verschwundene Katze = The Missing Cat,Chris L. Demarest,ger
17514,The Mystery of the Disappearing Cat (The Five Find-Outers  #2),Enid Blyton,eng
17517,The Mystery of the Disappearing Cat (The Five Find-Outers  #2),Enid Blyton,eng
17518,The Trolley Car Family,Eleanor Clymer-Ursula Koering,eng
17533,Rose in Bloom (Eight Cousins  #2),Louisa May Alcott,eng
17544,The Quiet Little Woman: A Christmas Story,Louisa May Alcott-C. Michael Dudash-Stephen W. Hines,eng
17546,Louisa May Alcott on Race  Sex  and Slavery,Louisa May Alcott-Sarah Elbert,eng
17548,An Old-Fashioned Thanksgiving,Louisa May Alcott-James Bernardin,eng
17550,Moods,Louisa May Alcott,eng
17554,Under the Lilacs,Louisa May Alcott,eng
17557,The Girlhood Diary of Louisa May Alcott  1843-1846: Writings of a Young Author,Louisa May Alcott-Kerry A. Graves,eng
17562,Anne in Ingleside (Anne of Green Gables  #6),L.M. Montgomery,ger
17580,These Happy Golden Years (Little House  #8),Laura Ingalls Wilder-Garth Williams,en-US
17581,Pioneer Girl: The Story of Laura Ingalls Wilder,William   Anderson-Dan Andreasen,eng
17582,The Norton Anthology of Short Fiction,Richard Bausch,en-US
17593,Red  White  and Black: The Peoples of Early North America,Gary B. Nash,eng
17600,Homemade Love,bell hooks-Shane W. Evans,eng
17601,The Will to Change: Men  Masculinity  and Love,bell hooks,eng
17602,Killing Rage: Ending Racism,bell hooks,eng
17603,Where We Stand: Class Matters,bell hooks,eng
17607,All About Love: New Visions,bell hooks,eng
17608,Everybody Was Kung Fu Fighting: Afro-Asian Connections and the Myth of Cultural Purity,Vijay Prashad,en-US
17609,The Darker Nations: A People's History of the Third World,Vijay Prashad-Howard Zinn,eng
17610,The Karma Of Brown Folk,Vijay Prashad,eng
17619,The Negro,W.E.B. Du Bois-Robert Gregg,eng
17624,Democracy Matters: Winning the Fight Against Imperialism,Cornel West,eng
17632,Tyranny of the Majority: Fundamental Fairness in Representative Democracy,Lani Guinier-Stephen L. Carter,eng
17635,More Readings From One Man's Wilderness: The Journals of Richard L. Proenneke  1974-1980,Richard Proenneke-John Branson,eng
17639,The Guardship (Thomas Marlowe  #1),James L. Nelson,eng
17640,Present Tense (Star Trek: Janus Gate  #1),L.A. Graf,eng
17643,Before We Were Free,Julia Alvarez,en-US
17644,Moral Disorder and Other Stories,Margaret Atwood,eng
17645,The Penelopiad,Margaret Atwood,eng
17646,The Tent,Margaret Atwood,eng
17647,Negotiating with the Dead,Margaret Atwood,eng
17649,Dancing Girls and Other Stories,Margaret Atwood,eng
17650,The Robber Bride,Margaret Atwood,eng
17652,Oryx and Crake (MaddAddam  #1),Margaret Atwood,eng
17654,The Moth Diaries,Rachel Klein,eng
17658,Trauma,Graham Masterton,en-GB
17662,"Das Monstrum: ""Tommyknockers""",Stephen King-Joachim Körber,ger
17671,Liars and Saints,Maile Meloy,eng
17673,The Anthropology of Turquoise: Reflections on Desert  Sea  Stone  and Sky,Ellen Meloy,eng
17675,Eating Stone: Imagination and the Loss of the Wild,Ellen Meloy,eng
17679,Writing the Qualitative Dissertation: Understanding by Doing,Judith M. Meloy,eng
17682,The Dead Beat: Lost Souls  Lucky Stiffs  and the Perverse Pleasures of Obituaries,Marilyn Johnson,en-US
17683,Dead Beat (The Dresden Files  #7),Jim Butcher,eng
17686,Diaries  1910-1923,Franz Kafka-Max Brod-Joseph Kresh-Martin Greenberg,eng
17687,The Metamorphosis,Franz Kafka,en-US
17688,The Metamorphosis  In the Penal Colony  and Other Stories: The Great Short Works of Franz Kafka,Franz Kafka,eng
17689,Franz Kafka's The Castle (Dramatization),David Fishelson-Aaron Leichter-Max Brod-Franz Kafka,eng
17690,The Trial,Franz Kafka-Willa Muir-Edwin Muir-Max Brod,eng
17691,Franz Kafka: The Complete Stories,Franz Kafka-Nabum N. Glazer-John Updike,en-US
17692,The Trial,Franz Kafka-Breon Mitchell-Arthur H. Samuelson,eng
17694,The Zürau Aphorisms,Franz Kafka-Michael Hofmann-Geoffrey Brock-Roberto Calasso,eng
17697,Collected Shorter Fiction: Volume I,Leo Tolstoy-Aylmer Maude-Nigel J. Cooper,eng
17698,The Cossacks,Leo Tolstoy-Peter Constantine-Cynthia Ozick,eng
17700,This Side of Paradise,F. Scott Fitzgerald,eng
17701,More Adventures of the Great Brain (Great Brain  #2),John D. Fitzgerald-Mercer Mayer,eng
17702,The Dirt: Confessions of the World's Most Notorious Rock Band,Neil Strauss-Vince Neil-Nikki Sixx-Tommy Lee-Mick Mars,eng
17707,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,eng
17717,Labyrinths:  Selected Stories and Other Writings,Jorge Luis Borges-Donald A. Yates-James E. Irby-André Maurois,mul
17720,In Praise of Darkness,Jorge Luis Borges-Norman Thomas di Giovanni,eng
17721,Magic Kingdom for Sale—Sold! (Magic Kingdom of Landover #1),Terry Brooks,eng
17722,Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll-John Tenniel,eng
17723,Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll-John Tenniel-Horace Gregory,eng
17724,The Awakening,Kate Chopin-Margo Culley,eng
17726,Go Down  Moses,William Faulkner,eng
17727,The Books of Magic,Neil Gaiman-John Bolton-Scott Hampton-Charles Vess-Paul Johnson-Roger Zelazny,eng
17728,The House of Mirth,Edith Wharton-Nina Bawden,eng
17730,House of Mirth,Edith Wharton,eng
17733,The House of Mirth,Edith Wharton-Jeffrey Meyers,eng
17735,Light (Empty Space Trilogy  #1),M. John Harrison,eng
17743,Beautiful Evidence,Edward R. Tufte,eng
17744,The Visual Display of Quantitative Information,Edward R. Tufte,eng
17745,Envisioning Information,Edward R. Tufte,en-US
17747,The Cognitive Style of PowerPoint: Pitching Out Corrupts Within,Edward R. Tufte,en-US
17759,Die Inseln der Paschas (Aubrey/Maturin  #8),Patrick O'Brian,ger
17761,Hafen des Unglücks (Aubrey/Maturin Book 11),Patrick O'Brian,ger
17762,Manöver um Feuerland (The Far Side of the World) (Aubrey/Maturin Book 10),Patrick O'Brian,ger
17766,Master and Commander (Aubrey/Maturin Book 1),Patrick O'Brian,eng
17768,Post Captain (Aubrey & Maturin  #2),Patrick O'Brian,eng
17770,Post Captain (Aubrey/Maturin Book 2),Patrick O'Brian,eng
17777,Kurs auf Spaniens Küste (Aubrey/Maturin  #1),Patrick O'Brian,ger
17778,Gefahr im Roten Meer (Treason's Harbour) (Aubrey/Maturin Book 9),Patrick O'Brian,ger
17780,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,eng
17781,Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy  #3),Nora Roberts,eng
17783,Corazón de mar (Gallagher  #3),Nora Roberts-Juan Larrea,spa
17789,Glory of the Seas,Agnes Danforth Hewes-N.C. Wyeth,eng
17795,Banvard's Folly: Thirteen Tales of People Who Didn't Change the World,Paul  Collins,eng
17798,Fads and Fallacies in the Name of Science,Martin Gardner,eng
17799,South of the Border  West of the Sun,Haruki Murakami-Philip Gabriel,eng
17800,Dance Dance Dance (The Rat  #4),Haruki Murakami,eng
17801,Underground: The Tokyo Gas Attack and the Japanese Psyche,Haruki Murakami-Alfred Birnbaum-Philip Gabriel,eng
17803,After Dark,Haruki Murakami-Jay Rubin,eng
17804,Vintage Murakami,Haruki Murakami,eng
17807,Gravitation #2,Maki Murakami,spa
17818,ノルウェイの森 Vol. 2,Haruki Murakami-村上 春樹,jpn
17825,El jardín de la señora Murakami,Mario Bellatin,spa
17828,The Master and Margarita,Mikhail Bulgakov-Michael Karpelson,eng
17830,Bulgakov's the Master and Margarita: The Text as a Cipher,Elena N. Mahlow,eng
17837,Мастер и Маргарита,Mikhail Bulgakov-Михаил Булгаков,rus
17841,Foucault's Pendulum,Umberto Eco-William Weaver,eng
17844,De slinger van Foucault,Umberto Eco-Yond Boeke-Patty Krone,nl
17845,Pendulum: Leon Foucault and the Triumph of Science,Amir D. Aczel,eng
17846,The House of Mirth,Edith Wharton-Jeffrey Meyers,eng
17850,The House of Mirth,Edith Wharton-R.W.B. Lewis,eng
17861,The Family Trade (The Merchant Princes  #1),Charles Stross,eng
17862,Toast  and Other Stories,Charles Stross,eng
17863,Accelerando,Charles Stross,en-US
17866,Glasshouse,Charles Stross,en-US
17867,The Hidden Family (The Merchant Princes  #2),Charles Stross,eng
17872,Lobsters,Charles Stross-Shandra Marie-Jared Doreck,eng
17873,Antibodies,Charles Stross-Shandra Marie-Jared Doreck,eng
17876,Notes from Underground  White Nights  The Dream of a Ridiculous Man  and Selections from The House of the Dead,Fyodor Dostoyevsky-Andrew R. MacAndrew-Ben Marcus,eng
17877,The House of the Dead,Fyodor Dostoyevsky-Ergin Altay,eng
17878,The Village of Stepanchikovo,Fyodor Dostoyevsky-Ignat Avsey,eng
17879,Crime and Punishment,Fyodor Dostoyevsky-Larissa Volokhonsky-Richard Pevear,eng
17880,The Gambler,Fyodor Dostoyevsky-Jonathan Franzen,eng
17881,Notes from Underground & The Double,Fyodor Dostoyevsky-Jessie Coulson,eng
17883,Notes from Underground & A Confession (Everyman's Library),A.D.P. Briggs-Leo Tolstoy-Fyodor Dostoyevsky,eng
17885,Los Demonios,Fyodor Dostoyevsky,spa
17890,The Gambler/Bobok/A Nasty Story,Fyodor Dostoyevsky-Jessie Coulson,en-US
17891,The Idiot,Fyodor Dostoyevsky-Constance Garnett,en-US
17893,Netochka Nezvanova,Fyodor Dostoyevsky-Jane Kentish,eng
17905,Plays 5: Arcadia / The Real Thing / Night and Day / Indian Ink / Hapgood,Tom Stoppard,en-US
17914,The Real Thing,Tom Stoppard,en-US
17915,Arcadia,Tom Stoppard,eng
17918,Plays 1: The Real Inspector Hound / After Magritte / Dirty Linen / New-Found-Land / Dogg's Hamlet  Cahoot's Macbeth,Tom Stoppard,eng
17922,Every Good Boy Deserves Favor & Professional Foul,Tom Stoppard,en-GB
17926,Lord Malquist and Mr. Moon,Tom Stoppard,eng
17944,The Gunslinger (The Dark Tower #1),Stephen King,eng
17945,Everything and Nothing,Jorge Luis Borges-Eliot Weinberger-John M. Fein-James E. Irby-Donald A. Yates,eng
17946,Seven Nights,Jorge Luis Borges-Eliot Weinberger,eng
17947,Museo: Textos Ineditos,Adolfo Bioy Casares,spa
17950,Obra Poética,Jorge Luis Borges,spa
17959,Ficciones,Jorge Luis Borges,spa
17961,Collected Fictions,Jorge Luis Borges-Andrew Hurley,eng
17971,The Eternal Frontier: An Ecological History of North America and Its Peoples,Tim Flannery,eng
17976,Hope Springs Eternal (Prairie River  #4),Kristiana Gregory,eng
17977,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,eng
17982,The Reverse of the Medal (Aubrey & Maturin #11),Patrick O'Brian,eng
17983,The Reverse of the Medal (Aubrey/Maturin  #11),Patrick O'Brian-Simon Vance,en-GB
17986,Teleny or the Reverse of the Medal,Oscar Wilde,eng
17988,The Far Side of the World (Aubrey/Maturin  #10),Patrick O'Brian,en-US
17991,The Far Side of the World (Aubrey/Maturin Book 10),Patrick O'Brian-Patrick Tull,eng
17994,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,eng
17998,The Eternity Code (Artemis Fowl  #3),Eoin Colfer,en-US
18003,The Gunslinger (The Dark Tower  #1),Stephen King-Michael Whelan,eng
18005,How I Became a Pirate,Melinda Long-David Shannon,eng
18013,The Pirate Dictionary,Terry Breverton,eng
18016,Mulliner Nights,P.G. Wodehouse,eng
18017,Life at Blandings,P.G. Wodehouse,en-US
18018,Jill the Reckless,P.G. Wodehouse,eng
18019,The Code of the Woosters: Jeeves to the Rescue,P.G. Wodehouse-Jonathan Cecil,eng
18021,P.G. Wodehouse in His Own Words,P.G. Wodehouse-Tony Ring-Barry Day,eng
18022,Jeeves and the Mating Season (Jeeves  #9),P.G. Wodehouse-Jonathan Cecil,eng
18025,Something Fresh (Blandings Castle  #1),P.G. Wodehouse,eng
18027,The Clicking of Cuthbert,P.G. Wodehouse,eng
18029,Ring for Jeeves (Jeeves  #10),P.G. Wodehouse,eng
18031,Ukridge,P.G. Wodehouse,eng
18032,Jeeves and the Tie That Binds (Jeeves  #14),P.G. Wodehouse,en-US
18035,Right Ho  Jeeves (Jeeves  #6),P.G. Wodehouse,eng
18041,Mr. Mulliner Speaking,P.G. Wodehouse,en-US
18042,Laughing Gas,P.G. Wodehouse,eng
18045,The World of Jeeves (Jeeves  #2-4),P.G. Wodehouse,eng
18047,The Adventures of Sally,P.G. Wodehouse,en-US
18053,Meet Mr. Mulliner,P.G. Wodehouse,eng
18055,Eggs  Beans And Crumpets,P.G. Wodehouse,eng
18057,A Damsel in Distress,P.G. Wodehouse,eng
18061,Uncle Fred in the Springtime (Blandings Castle  #6),P.G. Wodehouse,eng
18062,The Best of Wodehouse: An Anthology,P.G. Wodehouse-John Mortimer,eng
18064,The World of Mr. Mulliner,P.G. Wodehouse,eng
18067,Cocktail Time,P.G. Wodehouse,eng
18072,The Waste Lands (The Dark Tower #3),Stephen King-Ned Dameron,eng
18073,Jeeves in the Offing (Jeeves  #12),P.G. Wodehouse,eng
18074,Jeeves and The Feudal Spirit (Jeeves  #11),P.G. Wodehouse,eng
18075,¡Pues vaya! Lo mejor de Wodehouse,P.G. Wodehouse-Stephen Fry,spa
18077,Piccadilly Jim,P.G. Wodehouse,eng
18081,Joy in the Morning (Jeeves  #8),P.G. Wodehouse,eng
18089,The Mating Season (Jeeves  #9),P.G. Wodehouse,eng
18098,Indiscretions of Archie,P.G. Wodehouse,eng
18114,Wizard and Glass (The Dark Tower  #4),Stephen King,eng
18116,His Dark Materials (His Dark Materials #1-3),Philip Pullman-Peter Bailey,eng
18119,The Subtle Knife (His Dark Materials  #2),Philip Pullman,en-US
18122,The Amber Spyglass (His Dark Materials  #3),Philip Pullman,eng
18127,The Eyes of the Dragon,Stephen King-David Palladini,en-US
18128,'Salem's Lot,Stephen King,eng
18129,Black House (The Talisman  #2),Stephen King-Peter Straub,eng
18131,A Wrinkle in Time (Time Quintet  #1),Madeleine L'Engle,eng
18132,The Voyage of the “Dawn Treader” (The Chronicles of Narnia  #3),C.S. Lewis-Pauline Baynes,eng
18133,Lolita,Vladimir Nabokov-John Ray Jr.,eng
18134,William Shakespeare’s: Twelfth Night (Shakespeare Retellings  #6),Bruce Coville-Kathryn Hewitt,eng
18135,Romeo and Juliet,William Shakespeare-Paul Werstine-Barbara A. Mowat,eng
18136,Romeo and Juliet,William Shakespeare-Rex Gibson,en-US
18137,Romeo & Juliet,William Shakespeare-Joseph Fiennes-Maria Miles-Elizabeth Spriggs,eng
18139,Romeo and Juliet,William Shakespeare,eng
18140,Romeo and Juliet,William Shakespeare-Michael Sheen-Kate Beckinsale-Fiona  Shaw-Norman Rodway,eng
18144,Ohio Class (Silent Service #5),H. Jay Riker,eng
18146,Seawolf Class (Silent Service #3),H. Jay Riker,eng
18155,Cuckoo's Egg (Age of Exploration  #3),C.J. Cherryh,eng
18160,The Art of Deception: Controlling the Human Element of Security,Kevin D. Mitnick-William L. Simon-Steve Wozniak,eng
18172,Hardball: Are You Playing to Play or Playing to Win?,George Stalk Jr.-Rob Lachenauer-Robert Lachenauer-John  Butman,eng
18182,A Theory of Fun for Game Design,Raph Koster-Will Wright,en-CA
18184,The Complete Theory Fun Factory: Music Theory Puzzles and Games for the Early Grades,Ian        Martin-Katie Elliott,eng
18185,The Pillow Book,Sei Shōnagon-Ivan Morris,eng
18190,Bachelor Brothers' Bed & Breakfast Pillow Book,Bill Richardson,eng
18194,The Cyberiad,Stanisław Lem-Michael Kandel-Daniel Mróz,en-US
18196,Psychoshop,Alfred Bester-Roger Zelazny,eng
18202,Christianity for Modern Pagans: Pascal's Pensées - Edited  Outlined & Explained,Peter Kreeft-Blaise Pascal,en-US
18212,Jacques the Fatalist,Denis Diderot-David Coward,eng
18214,Jacques der Fatalist und sein Herr,Denis Diderot,ger
18215,Pictorial Encyclopedia of Trades and Industry  Vol 1,Denis Diderot-Charles Coulston Gillispie,eng
18217,Rameau's Nephew / D'Alembert's Dream,Denis Diderot-Leonard Tancock,eng
18225,Theory of Colours,Johann Wolfgang von Goethe-Deane B. Judd,eng
18226,Maxims and Reflections,Johann Wolfgang von Goethe-Peter Hutchinson-Elisabeth Stopp,eng
18240,War and Peace,Leo Tolstoy,en-US
18241,War and Peace,Leo Tolstoy-Anthony Briggs,en-US
18242,A Savage War of Peace: Algeria  1954-1962,Alistair Horne,eng
18243,War and Peace,Leo Tolstoy-Constance Garnett-A.N. Wilson,eng
18245,War and Peace,Leo Tolstoy-Orlando Figes-Anthony Briggs,eng
18246,War and Peace and War: The Rise and Fall of Empires,Peter Turchin,en-US
18251,Great Expectations,Charles Dickens,eng
18255,Oliver Twist,Charles Dickens,eng
18260,Oliver Twist,Charles Dickens-George Cruikshank-Jill Muller,eng
18261,The Nibelungenlied,Unknown-A.T. Hatto,eng
18265,Gargantua and Pantagruel,François Rabelais-Thomas Urquhart-Pierre Le Motteux,eng
18266,Gargantua and Pantagruel,François Rabelais-M.A. Screech,eng
18273,Beyond Good and Evil: Prelude to a Philosophy of the Future,Friedrich Nietzsche-Walter Kaufmann,eng
18279,Phenomenology of Perception,Maurice Merleau-Ponty-Colin Smith,eng
18280,Introduction to Phenomenology,Dermot Moran,eng
18281,Introduction to Phenomenology,Robert Sokolowski,eng
18282,The Basic Problems of Phenomenology (Studies in Phenomenology & Existential Philosophy),Martin Heidegger-Albert Hofstadter,en-US
18283,The Phenomenology of Mind  Volume II,Georg Wilhelm Friedrich Hegel-James Black Baillie,ger
18284,Experimental Phenomenology: An Introduction,Don Ihde,eng
18287,Critique of Pure Reason,Immanuel Kant-J.M.D. Meiklejohn,eng
18288,Critique of Pure Reason,Immanuel Kant-Paul Guyer-Allen W. Wood,eng
18290,Critique of Pure Reason,Immanuel Kant-Werner S. Pluhar-Patricia Kitcher-James W. Ellington,eng
18291,Critique of Pure Reason,Immanuel Kant-Marcus Weigelt-F. Max Müller,eng
18294,Critique of Pure Reason (Studies in the History of Philosophy),Immanuel Kant-Humphrey Palmer,eng
18297,The Anime Encyclopedia: A Guide to Japanese Animation Since 1917,Jonathan Clements-Helen McCarthy,eng
18304,The Anti-Christ,Friedrich Nietzsche-H.L. Mencken,eng
18305,Unpublished Writings from the Period of Unfashionable Observations (Complete Works 11),Friedrich Nietzsche-Richard T. Gray,eng
18310,Thus Spake Zarathustra: A Book for All and None,Friedrich Nietzsche,eng
18314,The Picture of Dorian Gray,Oscar Wilde,eng
18315,The Picture of Dorian Gray,Oscar Wilde,en-US
18321,Carton jaune,Nick Hornby-Gabrielle Rolin,fre
18324,Haussmann  or the Distinction,Paul La Farge,eng
18328,The Artist of the Missing,Paul La Farge-Stephen Alcorn,eng
18333,Reluctant Runaway (To Catch a Thief #2),Jill Elizabeth Nelson,en-US
18334,Kentucky Straight: Stories,Chris Offutt,eng
18335,Out of the Woods,Chris Offutt,eng
18337,No Heroes: A Memoir of Coming Home,Chris Offutt,eng
18338,The Castle Keeps,Andrew J. Offutt,en-US
18341,Conan: Sword of Skelos,Andrew J. Offutt,eng
18342,It,Stephen King,eng
18347,A Spy in the House of Love,Anaïs Nin,eng
18348,Incest: From a Journal of Love,Anaïs Nin-Rupert Pole-Gunther Stuhlmann,eng
18349,Fire: From A Journal of Love - The Unexpurgated Diary of Anaïs Nin (1934-1937),Anaïs Nin,eng
18350,In Favor of the Sensitive Man and Other Essays,Anaïs Nin,eng
18353,Anaïs Nin: A Biography,Deirdre Bair,eng
18355,The Diary of Anaïs Nin  Vol. 4: 1944-1947,Anaïs Nin-Gunther Stuhlmann,eng
